发文时间,发布者id,发布者名字,内容信息,被提及人,频道
2022-08-01T11:11:15.359000+00:00,779762413255262210,Meteorfire,😂,Ghoul,general-chat
2022-08-01T11:10:51.941000+00:00,620231365199265793,battlebot579,More phones will be available with future tests,,feedback-and-bugs
2022-08-01T11:10:47.758000+00:00,401536937078423552,Ghoul,"Good, dont want it anyway",gkopou,general-chat
2022-08-01T11:10:30.767000+00:00,257667780680089600,gkopou,"If they won't add PvP during alpha or beta, expect it to be months after the release.",Ghoul,general-chat
2022-08-01T11:10:28.679000+00:00,620231365199265793,battlebot579,"Some phones seem to have multiple variants with slightly different internals, which unless also tested the developers do not know that the game runs in an acceptable way on that device type",,feedback-and-bugs
2022-08-01T11:09:30.356000+00:00,779762413255262210,Meteorfire,I thought the company was lending it to them or something.,,general-chat
2022-08-01T11:09:06.377000+00:00,888372671841202177,StickerS-G-DAXX,problem to be solved is the compatibility of phones a I have a Xiaomi note 11 which is included in the list of compatible Xiaomi but I was told that it is incompatible so I could not test the alpha of resurgence division,,feedback-and-bugs
2022-08-01T11:08:55.236000+00:00,620231365199265793,battlebot579,"from what I have been able to discern, yes",Meteorfire,general-chat
2022-08-01T11:08:39.967000+00:00,779762413255262210,Meteorfire,To test a phone they have to buy it?,battlebot579,general-chat
2022-08-01T11:08:30.522000+00:00,331840448257720331,Eckmayay, ,,general-chat
2022-08-01T11:08:15.889000+00:00,401536937078423552,Ghoul,www.google.com,,general-chat
2022-08-01T11:08:07.927000+00:00,163693572883742721,Yashima3,  How did you download it?,Ghoul,general-chat
2022-08-01T11:08:01.780000+00:00,779762413255262210,Meteorfire,Lucky  ,Ghoul,general-chat
2022-08-01T11:08:00.379000+00:00,401536937078423552,Ghoul,but i accepted the possible consequences 😄,,general-chat
2022-08-01T11:07:58.019000+00:00,620231365199265793,battlebot579,"Thats not the exact problem tho, the problem is with ubisoft techs having issues with the phones or just not having any of some phones to test the game on",Meteorfire,general-chat
2022-08-01T11:07:50.229000+00:00,163693572883742721,Yashima3,  I hope so for you too,battlebot579,general-chat
2022-08-01T11:07:34.157000+00:00,401536937078423552,Ghoul,"I was also hyped, thus i downloaded an APK 😄 Worked perfectly on my device!",Yashima3,general-chat
2022-08-01T11:06:56.301000+00:00,779762413255262210,Meteorfire,"I think it would be better if you open a text channel, so that the community can write their own incompatible phone.",,general-chat
2022-08-01T11:06:46.621000+00:00,620231365199265793,battlebot579,"I have an xperia 10 III, there wasnt even any xperia 10's on the list   Hopefully you will be able to play the next one",Yashima3,general-chat
2022-08-01T11:06:18.710000+00:00,163693572883742721,Yashima3,Was so hyped when i was invited for alpha,,general-chat
2022-08-01T11:05:47.839000+00:00,163693572883742721,Yashima3,Ok. I just hope my S10(Although it was on the list of compatible devices) will be able to download it next time from the playstore. Dont wanna sit the next test through without seeing a thing -.-,,general-chat
2022-08-01T11:05:42.365000+00:00,620231365199265793,battlebot579,they should probably test in some of the last betas otherwise it will be very unbalanced from what I have heard about game performance atm (I havent played myself),Ghoul,general-chat
2022-08-01T11:05:35.220000+00:00,401536937078423552,Ghoul,untested pvp at launch 😄 I can just feel the pain of the inbalance 😄,battlebot579,general-chat
2022-08-01T11:04:51.871000+00:00,620231365199265793,battlebot579,"There is no pvp in any of the alphas they are going to run, and they have not said whether it might get into any of the beta tests either, but it will be available at launch",Kill_The_Dead,general-chat
2022-08-01T11:03:35.214000+00:00,620231365199265793,battlebot579,"As many more devices will be added as the techs at ubi can test and verify work correctly, but it will take time for the full catalogue of devices people have to be added",Yashima3,general-chat
2022-08-01T11:03:33.975000+00:00,401536937078423552,Ghoul,"Pvp will be later is my guess.. first fix base game, then try and balance pvp 😄",,general-chat
2022-08-01T11:03:01.200000+00:00,671020760583766070,Giangiop,yes tks i will hope,battlebot579,feedback-and-bugs
2022-08-01T11:02:59.674000+00:00,663846128495624212,Kill_The_Dead,Hopefully we will get access to some PvP,,general-chat
2022-08-01T11:02:28.256000+00:00,663846128495624212,Kill_The_Dead,Same,Ghoul,general-chat
2022-08-01T11:02:18.056000+00:00,620231365199265793,battlebot579,  refer to above,Giangiop,feedback-and-bugs
2022-08-01T11:01:50.811000+00:00,401536937078423552,Ghoul,"Sorry, i just love excel 😄",LukeD,general-chat
2022-08-01T11:01:50.699000+00:00,671020760583766070,Giangiop,"unfortunately with great regret after being selected to try this new type of game, I discovered that my samsung s 22 cell phone was not supported and I could not play. I hope that no more such mistakes will be made later on",,feedback-and-bugs
2022-08-01T11:01:35.094000+00:00,401536937078423552,Ghoul,I just hope there will be more to explore in the next test 😄,,general-chat
2022-08-01T11:01:34.877000+00:00,163693572883742721,Yashima3,Any chance the compatible device error thing gets fixed for the next test?,,general-chat
2022-08-01T10:52:40.238000+00:00,211938703591997451,Zycore,"Bugs and feedback I have found:Some backpack or boxes were not able to be interacted with and presented a message saying you are not longer able to interact with this object. Changing graphics mode from low to high and back to low causes the game to crash, when attempting to reload it fails. Removing cache and restarting fixes issue. Battery drain on each of the graphics setting is wild, low allows for about 3 hours of play. Medium allows for about 2.25 hours of playHigh about 90 mins of playFull wack is about 60 mins. It's possible to get a gun stuck in the reload cycle by pressing reload and the fire button on the right side of the screen repeatedly. The only way to fix is to swap guns. Depending on draw distance and graphics settings it possible for you to do no damage with a sniper shot if you are on the edge of draw distance range. When selecting items to dismantle it allows you to select an item but then you can't deselect the item, the tick remains and is deconstructed. Opening the game on 2 mobile devices at the same time does not present you with any errors for a weirdly long time. Both games load the agent and you are able to move around before both crash after about 60 seconds. Swapping from mobile data to WiFi and back to mobile data quickly causes the game to display a infinite loading/reconnection screen. As this is unlikely a real word issue a timeout and reattempt would solve this. When opening a open world cache box, if two agent interact with the item at exactly the same time the box does not open for either and on occasion will display the open animation but drop no items. Killing enemy while they are spawning in rooms or behind doors can cause the doors to get stuck closed and means you can't kill them, preventing progression. Apart from these Dev bugs the game handles really well for a alpha, the environment can seem a bit choppy and flat at times but that is understandable. I enjoyed my play.",,feedback-and-bugs
2022-08-01T10:47:40.207000+00:00,620231365199265793,battlebot579,each test comes with a full reset of gear and xp,Kill_The_Dead,general-chat
2022-08-01T10:45:19.083000+00:00,149537705104113664,Kur0Inu,Had a really fun time to test/play this alpha version. Noticed 2 issues and had them reported here when encountering them. Noticed that some people were unaware (in the beginning) about dismantle weapon and gear. Due this was never pointed out during gameplay. You had to play around with equipment to find that option.For beginners this is very good place to start. But some of the experience player raising World Tier would be a fun option. So the enemies and agents are becoming less sponge. Not sure if this is already taking in planning for the full version. Only down side issue that I'm not sure this will be resolved is heating up of the mobile device when playing. Just for the record I got OnePlus 7 Pro with a Snapdragon 855.Looking forward to be part of the next testing fase,,feedback-and-bugs
2022-08-01T10:42:04.975000+00:00,663846128495624212,Kill_The_Dead,So who what's to place bets on if we get to keep our high-stat gear? 😅,,general-chat
